Complex,Source_doi,Charge,Shift,Dipole,q,Brutto,Charge_class,Geometry,Ligand,Smiles,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
49,https://doi.org/10.1002/ejic.201600573,-2000,-1216,1017.5,350,trans-[PtCl2Br4] 2-,anion,oct,hal,[Pt-2]([Cl])([Br])([Br])([Cl])([Br])[Br],1078.260066,1078.25988,1078.259513,1078.259326,549.8495798,549.849577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,https://doi.org/10.1002/ejic.201600573,-2000,-1547,931.6,309,[PtClBr5] 2-,anion,oct,hal,[Pt-2]([Br])([Br])([Br])([Br])([Cl])[Br],1078.366266,1072.621154,1072.621639,1072.621307,1072.6214,548.8553353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,https://doi.org/10.1002/ejic.201600573,-2000,-1806,1405.4,297,cis-[PtCl4I2] 2-,anion,oct,hal,[Pt-2]([Cl])([Cl])([Cl])([Cl])([I])[I],1541.356524,1541.164823,552.470036,552.470054,558.359504,558.3632181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,https://doi.org/10.1002/ejic.201600573,-2000,-1884,901.6,304,trans-[PtCl4I2] 2-,anion,oct,hal,[Pt-2]([Cl])([Cl])([I])([Cl])([Cl])[I],1537.641235,1537.630333,553.1692569,553.1692587,553.1692563,553.1692582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,https://doi.org/10.1002/ejic.201600573,-2000,-1891,914.4,268,[PtBr6] 2-,anion,oct,hal,[Pt-2]([Br])([Br])([Br])([Br])([Br])[Br],1068.191708,1068.191687,1068.191674,1068.191661,1068.191648,1068.191621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,https://doi.org/10.1002/ejic.201600573,-2000,-2545,1148.5,200,[PtBr5I]2-,anion,oct,hal,[Pt-2]([Br])([Br])([Br])([Br])([Br])[I],1521.331187,1064.142169,1064.141915,1064.140901,1064.140647,1070.621887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,https://doi.org/10.1002/ejic.201600573,-2000,-2849,1414.1,186,fac-[PtCl3I3] 2-,anion,oct,hal,[Pt-2]([I])([Cl])([Cl])([Cl])([I])[I],1531.781288,1531.778989,1531.69259,553.7650256,553.7642824,553.7619046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,https://doi.org/10.1002/ejic.201600573,-2000,-2849,970.6,193,mer-[PtCl3I3] 2-,anion,oct,hal,[Pt-2]([I])([Cl])([Cl])([I])([I])[Cl],1535.954184,1530.986817,1530.986427,548.0481752,548.0481808,554.6050714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,https://doi.org/10.1002/ejic.201600573,-2000,-3132,1041.8,129,trans-[PtBr4I2] 2-,anion,oct,hal,[Pt-2]([I])([Br])([Br])([I])([Br])[Br],1522.688555,1522.680736,1059.791266,1059.791081,1059.790037,1059.789852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,https://doi.org/10.1002/ejic.201600573,-2000,-3252,1078.2,131,cis-[PtBr4I2] 2-,anion,oct,hal,[Pt-2]([Br])([Br])([Br])([Br])([I])[I],1516.175899,1516.074424,1059.756042,1059.7533,1066.384107,1066.385973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,https://doi.org/10.1002/ejic.201600573,-2000,-3898,942.9,60,mer-[PtBr3I3] 2-,anion,oct,hal,[Pt-2]([I])([Br])([Br])([I])([I])[Br],1510.724394,1517.324294,1517.296345,1055.063313,1055.062556,1061.770726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,https://doi.org/10.1002/ejic.201600573,-2000,-3932,1518.4,77,cis-[PtCl2I4] 2-,anion,oct,hal,[Pt-2]([I])([Cl])([Cl])([I])([I])[I],1523.050887,1522.954217,1520.608134,1520.582426,549.2619613,549.2630417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,https://doi.org/10.1002/ejic.201600573,-2000,-3932,985.2,82,trans-[PtCl2I4] 2-,anion,oct,hal,[Pt-2]([Cl])([I])([I])([Cl])([I])[I],1525.117214,1525.072365,1524.844589,1524.842498,542.7843816,542.7843811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,https://doi.org/10.1002/ejic.201600573,-2000,-4014,1096.9,62,fac-[PtBr3I3] 2-,anion,oct,hal,[Pt-2]([I])([I])([Br])([Br])([Br])[I],1510.74539,1510.737598,1510.736017,1061.719959,1061.71961,1061.71953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,https://doi.org/10.1002/ejic.201600573,-2000,-4603,1027.1,-12,trans-[PtBr2I4] 2-,anion,oct,hal,[Pt-2]([I])([I])([Br])([I])([I])[Br],1511.652122,1511.65127,1511.63498,1511.632448,1050.112608,1050.112559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,https://doi.org/10.1002/ejic.201600573,-2000,-4719,1057.8,-10,cis-[PtBr2I4] 2-,anion,oct,hal,[Pt-2]([I])([I])([Br])([Br])([I])[I],1505.166272,1505.138309,1511.707053,1511.672776,1056.734648,1056.734822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,https://doi.org/10.1002/ejic.201600573,-2000,-5081,610.1,-38,[PtClI5] 2-,anion,oct,hal,[Pt-2]([I])([I])([I])([I])([I])[Cl],1511.300144,1511.501017,1511.501242,1511.498596,1511.498859,544.096222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,https://doi.org/10.1002/ejic.201600573,-2000,-5483,852.6,-83,[PtBrI5] 2-,anion,oct,hal,[Pt-2]([I])([I])([I])([I])([I])[Br],1499.38078,1505.818538,1505.817602,1505.817461,1505.816492,1051.426797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,https://doi.org/10.1002/ejic.201600573,-2000,-6293,961,-156,[PtI6] 2-,anion,oct,hal,[Pt-2]([I])([I])([I])([I])([I])[I],1499.789439,1499.788753,1499.787343,1499.786667,1499.786439,1499.786042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,https://doi.org/10.1002/jcc.24461,0,-1565,554.3,116,cis-Pt(NH 3) 2(Ac)2,neutral,sq-pl,org,CC(O[Pt]OC(C)=O)=O.N.N,304.3455917,304.3419478,262.5546687,262.5520846,186.424225,186.4223665,155.1402732,155.1395429,107.2006014,107.2003711,31.25348304,31.25319198,29.12682052,29.12418768,29.11107299,29.10799333,17.51074115,17.50704437,15.77826451,15.75022323,15.54668121,15.52344949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,https://doi.org/10.1002/jcc.24461,0,-1686,1622.2,11,cis-Pt(NH 3) 2(bumal) 2,neutral,sq-pl,org,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N([H])[H].[H]N([H])[H],311.6169466,310.4510102,256.0476808,256.05395,154.7486531,154.2762772,162.1796008,161.5138476,152.1118237,148.26494,113.2158744,114.6757856,101.4133191,33.17684762,31.35092388,31.30261264,28.91089538,28.74227993,28.29964755,28.16687597,25.0779874,20.06017168,19.21001298,18.74944085,18.18852877,16.06162694,16.01897312,15.34885034,13.85339472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,https://doi.org/10.1002/jcc.24461,0,-1860,1681.7,-21,cis-Pt(EtNH 2) 2(CBDCA) 2,neutral,sq-pl,org,O=C(C1(C(O)=C)CCC1)O[Pt]OC(C2(C(O)=O)CCC2)=O.NCC.CCN,309.9890907,309.8466553,257.7679805,256.7735048,155.0374294,155.023434,163.3876874,163.305279,157.6957371,153.7216182,153.5828362,152.933963,145.9961482,138.5877186,104.5100292,103.3698366,31.64367672,31.18841313,30.11744894,28.82222515,28.45490481,27.61376021,26.98403672,25.79790224,24.66641891,23.33174027,22.06840141,20.63109556,19.34786946,19.34778862,18.67459857,18.02002012,15.4645204,15.40590831,15.32858025,15.01510252,0,0,0,0,0,0,0,0,0,0
208,https://doi.org/10.1002/jcc.24461,0,-1887,1779,20,cis-Pt(Me2NH)2(Ox),neutral,sq-pl,org,O=C1O[Pt]OC1=O.CN(C)[H].CN(C)[H],3.14E+02,3.14E+02,2.60E+02,2.60E+02,1.70E+02,1.70E+02,1.59E+02,1.59E+02,1.56E+02,1.56E+02,1.51E+02,1.51E+02,3.23E+01,3.23E+01,2.60E+01,2.60E+01,2.46E+01,2.46E+01,2.37E+01,2.37E+01,2.29E+01,2.29E+01,1.96E+01,1.96E+01,1.93E+01,1.93E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
209,https://doi.org/10.1002/jcc.24461,0,-1882,1689.6,13,cis-Pt(Me2NH)2(Mal),neutral,sq-pl,org,O=C(C1)O[Pt]OC1=O.CN(C)[H].CN(C)[H],3.10E+02,3.10E+02,2.61E+02,2.61E+02,1.55E+02,1.55E+02,1.62E+02,1.62E+02,1.59E+02,1.56E+02,1.54E+02,1.54E+02,1.50E+02,3.23E+01,3.20E+01,2.75E+01,2.68E+01,2.54E+01,2.53E+01,2.42E+01,2.41E+01,2.33E+01,2.32E+01,2.28E+01,1.99E+01,1.90E+01,1.95E+01,1.95E+01,1.92E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
338,https://doi.org/10.1002/jcc.24461,0,-1988,1937.3,49,cis-Pt(Me 2 en) 2(Ox),neutral,sq-pl,org,O=C(C(O[H])=O)O[Pt]OC(C(O[H])=O)=O.CN([H])CCN([H])C,314.8452108,314.8408553,261.3071157,261.3011779,157.7749058,157.7738277,168.271004,168.2692463,161.4152428,161.4075553,156.1291636,156.1174776,30.56225786,30.55871528,25.28626953,25.28299095,24.57645412,24.56828602,24.35797915,24.35399811,20.02088776,20.02080635,19.5477464,19.5472302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,https://doi.org/10.1002/jcc.24461,0,-1970,1943.2,21,cis-Pt(Me 4 en) 2(Ox),neutral,sq-pl,org,O=C(C(O[H])=O)O[Pt]OC(C(O[H])=O)=O.CN(C)CCN(C)C,313.7393015,313.7383287,263.6855964,263.6833226,157.5834887,157.5829322,168.0930635,168.0919251,162.4192718,162.4021282,162.4027553,162.3917132,160.1751763,160.1495093,26.20238512,26.18102647,25.79654226,25.79606347,25.84601082,25.82346069,25.47342152,25.46397144,24.08584169,24.0783749,20.20242287,20.20213588,20.0168331,20.01631568,19.85886923,19.85727974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,https://doi.org/10.1002/jcc.24461,0,-1974,1841.1,36,cis-Pt(Me 2 en) 2(Mal),neutral,sq-pl,org,O=C(CC(O[H])=O)O[Pt]OC(CC(O[H])=O)=O.CN([H])CCN([H])C,311.3752871,311.2933582,261.1117688,260.2345811,154.4864551,154.4247544,162.0309161,161.9508099,162.5008637,161.6157465,154.6419624,155.7611231,154.0165323,31.04000968,30.13330321,27.29616151,25.09456211,24.92132529,24.70596521,24.69981241,24.22636423,24.04530769,20.06593957,20.06006877,19.50772358,18.95340665,19.40834193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,https://doi.org/10.1002/jcc.24461,0,-1976,1853.7,8,cis-Pt(Me 4 en) 2(Mal),neutral,sq-pl,org,O=C(CC(O[H])=O)O[Pt]OC(CC(O[H])=O)=O.CN(C)CCN(C)C,310.1119823,310.0728913,263.4302473,262.61701,154.3018566,154.290931,162.0295756,161.9809522,162.9900994,162.9076195,163.9655992,160.8177587,159.7816311,158.1545462,155.3172622,27.59279106,26.45104338,26.27946915,25.76785027,25.64264613,25.64865852,25.55910921,25.3695507,25.04867865,24.20285113,24.13657912,20.23940269,20.22946239,20.12311296,19.89244045,19.82140314,19.71847363,19.01357982,0,0,0,0,0,0,0,0,0,0,0,0,0
342,https://doi.org/10.1002/jcc.24461,0,-1835,1509.4,-41,cis-Pt(Me 2 NH) 2 (benzmal),neutral,sq-pl,org,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.CN([H])C.CN([H])C,309.1730893,309.1716723,259.089179,259.0786573,152.848802,152.8403988,158.9300366,158.9220366,160.9499493,160.9435138,153.584879,144.8147793,146.6174142,146.6045514,146.8737918,146.8524811,134.4884195,134.4776699,129.2586288,125.8779746,32.01917704,32.01541216,27.16546449,27.16121675,24.56425988,24.56270219,23.65451668,23.65111249,22.16173772,22.15682403,21.01335864,21.01136117,19.94784261,19.9470834,18.29100406,18.8079053,18.8062346,18.98889246,18.98768774,17.55657836,17.55259107,17.90659141,0,0,0,0
343,https://doi.org/10.1002/jcc.24461,0,-1926,1674.2,-27,cis-Pt(Me 2 en) 2(benzmal),neutral,sq-pl,org,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.[H]N([H])CCN([H])C.[H]N([H])CCN([H])C,311.352761,310.5513006,260.7265462,259.8267953,153.6673224,153.2109535,160.2637876,159.7043261,161.5479483,160.9766163,156.5747767,157.9749946,154.203505,146.4637022,151.3702884,138.8833335,139.18545,128.6937822,126.1612145,125.9136654,31.54125189,30.83912747,25.0342599,24.74388916,24.21595755,24.34642416,24.06162774,23.21353157,23.20435174,19.70323922,20.02980214,19.9912415,19.63307811,19.41937927,19.24929238,18.39814552,18.37348635,17.45966151,17.47087056,17.39674605,0,0,0,0,0,0
344,https://doi.org/10.1002/jcc.24461,0,-1930,1651.7,-26,cis-Pt(Me 4 en) 2(benzmal),neutral,sq-pl,org,O=C1C(CC2=CC=CC=C2)C(O[Pt]O1)=O.CN(C)CCN(C)C.CN(C)CCN(C)C,310.4956012,310.0965367,262.4467237,260.6435467,152.7009709,152.7837162,158.2621728,158.491138,163.8178887,163.8829252,161.7348355,160.1089428,158.7835154,153.0703077,155.7825592,143.0905144,142.1258723,132.4612308,121.9864303,120.514281,113.4985007,109.7542283,26.56319351,26.11400932,25.69341362,25.69919867,25.70807049,25.09295794,25.09891181,24.7529015,24.43487894,24.07232492,23.69126449,20.21328028,20.19455122,20.1135776,19.73571444,19.8237661,19.54659956,19.5551948,18.21591684,17.69122946,17.32332691,16.63353419,15.98433368,15.35247296
345,https://doi.org/10.1002/jcc.24461,0,-1827,1655.5,-21,cis-Pt(EtNH 2) 2(bumal) 2,neutral,sq-pl,org,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N(CC)[H].[H]N(CC)[H],309.9392785,309.4872936,257.6874228,257.5780257,154.2286694,154.0393507,161.3560444,161.0982858,151.0866874,153.5216543,148.8704841,145.4470471,145.3408873,138.7073702,110.1255538,93.15125314,74.70492433,32.03519886,31.57882611,31.55196666,29.9763952,29.46990691,28.58438206,27.43877444,23.61639378,22.7673005,21.7965689,21.49955542,19.9106618,19.17013962,18.6676254,19.37608214,19.07389583,18.66005973,17.80568945,17.06225841,15.33126071,14.16023241,12.66838981,11.33094365,11.22912825,0,0,0,0,0
346,https://doi.org/10.1002/jcc.24461,0,-1826,1657.3,-21,cis-Pt(Me 2 NH) 2 (bumal) 2,neutral,sq-pl,org,O=C1C(CCCC)C(O[Pt]O1)=O.[H]N(C)C.CN(C)[H],309.8435359,309.2007921,259.7003209,259.6524706,154.4584682,154.1954385,162.0958925,161.7735978,152.992086,157.045881,155.3099274,148.9291694,151.5337774,150.3824301,112.2978205,95.49188982,76.15178166,33.20242524,32.2346087,32.11428025,26.30262311,25.61163604,24.80272711,24.37624599,23.78167712,23.70372662,22.90751984,22.86008958,20.27744203,19.47930881,18.82338406,19.69021674,19.53603058,19.29616107,19.19675607,17.62364433,15.51757563,14.48496234,12.90191887,11.50189501,11.45243759,0,0,0,0,0
347,https://doi.org/10.1002/jcc.24461,0,-1923,1823.2,-13,cis-Pt(Me 2 en) 2(bumal) 2,neutral,sq-pl,org,CCCCC1C(O[Pt]OC1=O)=O.[H]N(CCN(C)[H])C,310.9832383,309.6327191,260.2337302,259.024712,154.1307497,153.5997693,161.3613846,160.5796996,161.9973306,161.1847868,151.1786315,155.6616515,153.7974335,148.5630848,114.5200405,116.2881395,102.0584747,33.44827113,31.00602208,29.9435356,25.16951945,25.11270789,24.95219327,24.64239721,24.70471506,24.18124557,23.96531182,19.98343658,19.62546873,20.0172586,20.01598845,18.65858874,19.48616135,19.38352939,18.84433936,15.9649467,16.08768396,15.47706493,13.97979835,0,0,0,0,0,0,0
